CustomerID,Gender,Age,Tenure,PlanType,MonthlyCharges,InternetService,ContractType,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,TotalCharges,Churn
CUST4810,Female,56,21,Basic,26.6,Fiber optic,Month-to-month,Credit card,Yes,No,No,No,Yes,No,584.89,No
CUST4811,Male,57,2,Basic,60.62,DSL,One year,Bank transfer,No,No,Yes,Yes,No,Yes,130.24,No
CUST4812,Female,18,22,Gold,54.81,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,1247.13,No
CUST4813,Male,21,68,Silver,118.92,Fiber optic,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,8553.3,No
CUST4814,Male,47,64,Premium,116.52,Fiber optic,One year,Credit card,Yes,No,Yes,No,No,Yes,8179.2,No
CUST4815,Female,29,19,Gold,34.92,None,One year,Credit card,Yes,No,Yes,No,Yes,Yes,641.17,No
CUST4816,Male,52,53,Basic,114.4,Fiber optic,Month-to-month,Credit card,No,No,Yes,No,Yes,Yes,5769.94,Yes
CUST4817,Female,30,52,Basic,87.69,DSL,One year,Mailed check,Yes,No,No,No,No,Yes,4514.59,No
CUST4818,Male,69,47,Silver,57.93,Fiber optic,Two year,Bank transfer,Yes,No,Yes,Yes,Yes,Yes,2798.03,No
CUST4819,Male,48,54,Premium,92.66,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,No,Yes,4610.52,No
CUST4820,Male,55,44,Basic,109.51,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,No,Yes,Yes,4387.1,Yes
CUST4821,Female,60,7,Gold,33.91,Fiber optic,Two year,Electronic check,No,Yes,No,Yes,No,Yes,220.17,No
CUST4822,Female,40,1,Basic,35.58,DSL,Month-to-month,Credit card,Yes,Yes,Yes,Yes,Yes,No,33.21,Yes
CUST4823,Male,21,63,Basic,57.92,DSL,One year,Credit card,Yes,No,No,Yes,No,No,3312.73,No
CUST4824,Male,69,39,Premium,32.77,DSL,Two year,Electronic check,No,No,Yes,Yes,Yes,Yes,1301.62,No
CUST4825,Female,33,19,Basic,52.84,DSL,One year,Bank transfer,No,No,No,Yes,Yes,Yes,1020.1,No
CUST4826,Female,24,31,Silver,82.8,DSL,One year,Electronic check,No,No,No,Yes,Yes,No,2556.2,No
CUST4827,Male,39,24,Basic,100.35,Fiber optic,Two year,Bank transfer,No,Yes,No,No,Yes,Yes,2230.52,Yes
CUST4828,Male,46,69,Gold,46.7,Fiber optic,Two year,Electronic check,No,No,No,No,Yes,Yes,3510.11,No
CUST4829,Female,28,65,Gold,44.58,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,Yes,Yes,3016.76,No
CUST4830,Female,50,33,Gold,96.87,DSL,Two year,Electronic check,No,No,Yes,No,No,Yes,2941.89,No
CUST4831,Female,46,59,Basic,55.01,Fiber optic,Month-to-month,Mailed check,No,Yes,No,Yes,No,Yes,3295.31,No
CUST4832,Female,56,33,Basic,100.94,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,No,No,3024.42,Yes
CUST4833,Female,29,32,Silver,119.3,DSL,One year,Credit card,No,No,No,No,No,Yes,3744.73,No
CUST4834,Male,24,59,Basic,117.87,DSL,Two year,Credit card,No,No,No,Yes,Yes,Yes,7382.96,Yes
CUST4835,Female,56,41,Silver,84.58,DSL,Month-to-month,Credit card,Yes,No,Yes,No,No,No,3489.48,No
CUST4836,Male,59,12,Silver,54.4,DSL,Two year,Credit card,Yes,No,Yes,No,Yes,Yes,600.06,No
CUST4837,Female,65,11,Basic,21.88,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,Yes,No,257.37,No
CUST4838,Male,43,19,Gold,92.49,DSL,Two year,Mailed check,No,No,Yes,Yes,Yes,Yes,1607.76,No
CUST4839,Female,57,54,Gold,117.69,DSL,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,Yes,6338.96,No
CUST4840,Female,26,57,Premium,22.14,Fiber optic,One year,Bank transfer,No,No,Yes,No,Yes,Yes,1265.47,No
CUST4841,Male,58,42,Basic,15.65,None,One year,Bank transfer,No,No,Yes,Yes,Yes,No,693.27,No
CUST4842,Male,51,71,Basic,102.34,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,Yes,No,7971.9,Yes
CUST4843,Female,62,31,Basic,25.74,None,Two year,Credit card,Yes,No,Yes,No,Yes,Yes,781.8,No
CUST4844,Female,30,52,Basic,23.57,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,No,Yes,1260.15,No
CUST4845,Female,53,2,Basic,110.59,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,222.08,Yes
CUST4846,Female,42,38,Premium,23.35,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,No,No,Yes,812.72,No
CUST4847,Female,41,32,Basic,26.97,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,No,Yes,Yes,914.35,No
CUST4848,Male,61,10,Basic,74.81,DSL,Month-to-month,Bank transfer,No,No,No,Yes,Yes,No,751.5,Yes
CUST4849,Male,34,8,Basic,94.47,DSL,Two year,Mailed check,No,No,No,No,No,No,771.88,No
CUST4850,Female,19,20,Basic,56.96,Fiber optic,Two year,Electronic check,Yes,Yes,Yes,No,Yes,Yes,1102.4,No
CUST4851,Male,30,20,Basic,59.16,Fiber optic,Month-to-month,Mailed check,No,Yes,No,No,No,No,1281.36,No
CUST4852,Male,48,9,Silver,81.43,DSL,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,Yes,760.34,Yes
CUST4853,Male,46,15,Silver,68.07,DSL,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,991.85,No
CUST4854,Female,67,63,Basic,16.96,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,1067.8,No
CUST4855,Male,45,21,Basic,26.93,Fiber optic,Two year,Mailed check,Yes,No,Yes,Yes,No,No,543.55,No
CUST4856,Female,44,5,Silver,76.07,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,No,390.91,Yes
CUST4857,Male,32,35,Basic,98.33,None,Month-to-month,Credit card,Yes,No,No,Yes,Yes,Yes,3654.09,No
CUST4858,Female,48,68,Basic,95.13,DSL,Two year,Electronic check,No,Yes,No,Yes,Yes,No,6265.54,No
CUST4859,Male,57,48,Premium,92.71,DSL,One year,Bank transfer,Yes,No,No,Yes,No,No,4733.54,No
CUST4860,Female,32,62,Silver,95.98,DSL,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,6458.83,No
CUST4861,Female,50,35,Silver,19.67,Fiber optic,One year,Mailed check,Yes,Yes,No,No,No,Yes,674,No
CUST4862,Male,37,70,Gold,108.99,DSL,Month-to-month,Bank transfer,No,Yes,Yes,No,No,No,7218.98,No
CUST4863,Female,59,21,Silver,108.37,DSL,Two year,Bank transfer,No,No,No,No,No,Yes,2477.61,No
CUST4864,Female,29,39,Gold,70.85,DSL,Month-to-month,Electronic check,No,Yes,No,No,No,No,2517.09,No
CUST4865,Female,54,34,Premium,41.1,DSL,One year,Bank transfer,No,No,No,Yes,No,No,1392.74,No
CUST4866,Female,26,15,Basic,77.18,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,Yes,1222.36,No
CUST4867,Female,40,6,Gold,73.58,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,No,Yes,401.39,Yes
CUST4868,Female,25,66,Basic,38.41,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,2606.25,No
CUST4869,Female,49,56,Basic,78.33,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,4683.91,No
CUST4870,Female,65,49,Gold,98.72,DSL,Month-to-month,Bank transfer,No,Yes,No,No,Yes,No,4641.9,No
CUST4871,Male,31,1,Premium,99.64,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,Yes,No,95.86,Yes
CUST4872,Male,44,65,Silver,21.27,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,1253.65,No
CUST4873,Female,42,28,Basic,35.7,Fiber optic,One year,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,1009.8,No
CUST4874,Female,30,20,Silver,85.16,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,Yes,1553.81,No
CUST4875,Male,38,48,Silver,105.28,Fiber optic,Month-to-month,Bank transfer,Yes,No,No,No,No,Yes,4550.34,No
CUST4876,Male,62,65,Basic,69.73,Fiber optic,Month-to-month,Bank transfer,Yes,No,No,No,Yes,Yes,4194.25,No
CUST4877,Male,48,51,Premium,89.29,DSL,Two year,Credit card,No,Yes,Yes,Yes,Yes,Yes,4494.28,No
CUST4878,Female,54,43,Basic,17.21,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,776.55,No
CUST4879,Male,65,49,Basic,78.88,DSL,One year,Credit card,Yes,Yes,Yes,No,Yes,Yes,4000.49,No
CUST4880,Female,60,25,Basic,116,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,No,Yes,2791.16,Yes
CUST4881,Female,22,41,Basic,84.41,DSL,Month-to-month,Credit card,No,No,No,No,No,Yes,3336.9,No
CUST4882,Male,30,71,Silver,111.84,DSL,One year,Bank transfer,No,No,No,No,Yes,Yes,8190.93,No
CUST4883,Female,45,64,Basic,74.43,DSL,Two year,Bank transfer,No,Yes,No,Yes,Yes,No,4961.05,No
CUST4884,Female,60,61,Gold,103.55,Fiber optic,One year,Credit card,Yes,Yes,Yes,No,No,Yes,6598.12,No
CUST4885,Female,42,12,Basic,28.04,None,One year,Mailed check,No,Yes,Yes,Yes,No,No,313.49,No
CUST4886,Female,68,69,Silver,27.97,DSL,Month-to-month,Electronic check,Yes,No,Yes,Yes,Yes,Yes,1762.06,No
CUST4887,Male,52,14,Gold,27.62,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,No,Yes,387.03,No
CUST4888,Male,64,34,Basic,66.33,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,No,Yes,2209.52,No
CUST4889,Female,56,48,Silver,49.68,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,Yes,Yes,2589.37,No
CUST4890,Female,24,61,Gold,90.51,Fiber optic,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,4975.36,No
CUST4891,Male,55,35,Silver,109.78,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,No,Yes,Yes,4079.71,No
CUST4892,Female,49,65,Silver,80.03,Fiber optic,One year,Electronic check,No,Yes,No,Yes,Yes,Yes,5713.7,No
CUST4893,Male,20,59,Gold,37.39,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,No,Yes,2360.6,No
CUST4894,Female,62,36,Premium,112.74,None,Two year,Mailed check,No,Yes,Yes,Yes,Yes,Yes,4314.15,No
CUST4895,Female,56,19,Basic,70.43,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,No,1210.37,No
CUST4896,Male,54,42,Silver,90.59,None,One year,Bank transfer,No,No,No,Yes,Yes,Yes,4082.84,No
CUST4897,Male,67,69,Basic,108.5,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,7612.49,Yes
CUST4898,Male,39,19,Basic,118.93,Fiber optic,One year,Electronic check,No,No,Yes,No,No,Yes,2329.26,Yes
CUST4899,Male,25,39,Basic,68.14,Fiber optic,Month-to-month,Mailed check,Yes,No,Yes,No,No,Yes,2602.69,No
CUST4900,Female,34,69,Premium,99.85,None,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,7501.45,No
CUST4901,Male,69,52,Silver,74.52,None,Month-to-month,Credit card,No,Yes,No,Yes,No,No,3892.92,No
CUST4902,Female,44,12,Basic,66.08,DSL,One year,Bank transfer,No,No,Yes,No,Yes,No,811.62,No
CUST4903,Male,50,47,Basic,71.46,Fiber optic,One year,Mailed check,No,No,No,No,Yes,No,3163.09,No
CUST4904,Male,63,36,Premium,65.85,None,Month-to-month,Credit card,No,Yes,Yes,No,Yes,Yes,2398.17,No
CUST4905,Female,34,63,Basic,59.21,DSL,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,Yes,3521.82,No
CUST4906,Male,59,51,Basic,90.99,DSL,One year,Mailed check,Yes,No,No,Yes,No,No,4282.76,No
CUST4907,Male,29,43,Gold,41.22,DSL,Two year,Bank transfer,No,Yes,No,No,Yes,Yes,1777.79,No
CUST4908,Male,65,34,Silver,79.72,Fiber optic,Month-to-month,Electronic check,No,Yes,No,Yes,No,Yes,2898.1,No
CUST4909,Male,63,49,Basic,89.86,Fiber optic,One year,Bank transfer,No,Yes,Yes,Yes,Yes,No,4735.49,No
CUST4910,Female,44,18,Silver,108.67,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,2127.01,No
CUST4911,Female,65,61,Premium,49.85,Fiber optic,Two year,Bank transfer,No,No,Yes,Yes,Yes,No,3306.18,No
CUST4912,Male,25,57,Premium,105.36,Fiber optic,One year,Mailed check,No,Yes,No,Yes,No,No,6568.43,No
CUST4913,Male,40,5,Basic,114.26,DSL,Month-to-month,Bank transfer,No,Yes,No,No,Yes,Yes,596.64,Yes
CUST4914,Male,59,24,Basic,83.11,DSL,Month-to-month,Bank transfer,Yes,Yes,Yes,No,Yes,Yes,1839.67,No
CUST4915,Female,66,64,Basic,96,Fiber optic,One year,Mailed check,Yes,No,Yes,No,No,Yes,6288.81,No
CUST4916,Female,46,59,Silver,57.6,None,One year,Mailed check,Yes,No,No,Yes,No,Yes,3472.42,No
CUST4917,Female,67,38,Gold,114.97,DSL,One year,Credit card,No,Yes,No,No,Yes,Yes,4025.65,No
CUST4918,Female,37,33,Basic,85.44,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,Yes,2933.9,No
CUST4919,Male,33,10,Gold,47.57,Fiber optic,One year,Mailed check,Yes,No,No,Yes,No,Yes,467.52,No
CUST4920,Male,34,37,Silver,57.45,DSL,Two year,Mailed check,No,Yes,Yes,Yes,No,Yes,1942.94,No
CUST4921,Male,33,11,Gold,79.86,Fiber optic,Two year,Credit card,No,Yes,Yes,No,Yes,Yes,954.9,No
CUST4922,Female,36,24,Premium,39.58,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,No,Yes,No,891.37,No
CUST4923,Male,25,71,Silver,94.16,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,No,No,No,6182.56,No
CUST4924,Female,55,21,Basic,38.59,DSL,Month-to-month,Mailed check,No,No,No,Yes,No,Yes,762.21,No
CUST4925,Female,55,20,Silver,77.14,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,No,Yes,1624.35,No
CUST4926,Male,46,10,Gold,88.19,DSL,One year,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,929.74,No
CUST4927,Male,58,47,Basic,105.27,DSL,Month-to-month,Mailed check,Yes,Yes,No,Yes,No,Yes,4537.77,Yes
CUST4928,Male,53,47,Gold,92.06,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,No,Yes,4337.88,No
CUST4929,Female,43,15,Basic,98.88,DSL,Two year,Bank transfer,No,No,Yes,Yes,Yes,No,1539.6,No
CUST4930,Female,48,44,Basic,110.86,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,No,Yes,5056.33,Yes
CUST4931,Male,61,62,Basic,77.77,DSL,Two year,Bank transfer,No,No,Yes,Yes,Yes,Yes,4986.58,No
CUST4932,Male,29,6,Premium,103.86,Fiber optic,Month-to-month,Credit card,Yes,No,Yes,Yes,No,Yes,613.73,Yes
CUST4933,Female,34,66,Silver,39.35,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,2549.91,No
CUST4934,Male,32,4,Basic,100.55,Fiber optic,Month-to-month,Mailed check,No,Yes,No,Yes,No,Yes,435.94,Yes
CUST4935,Female,26,23,Premium,38.28,DSL,Two year,Electronic check,No,Yes,No,No,No,Yes,960.26,No
CUST4936,Female,56,13,Gold,113.14,Fiber optic,Two year,Electronic check,Yes,No,Yes,No,Yes,No,1375.62,No
CUST4937,Male,59,31,Gold,49.65,Fiber optic,One year,Mailed check,Yes,No,No,Yes,Yes,Yes,1691.68,No
CUST4938,Male,65,16,Basic,33.04,DSL,Month-to-month,Credit card,Yes,No,Yes,Yes,Yes,Yes,490.32,No
CUST4939,Male,29,41,Basic,30.56,DSL,Month-to-month,Credit card,Yes,No,No,No,Yes,Yes,1324.73,No
CUST4940,Male,49,1,Silver,34.66,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,31.92,Yes
CUST4941,Female,42,12,Gold,61.99,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,No,No,762.33,No
CUST4942,Female,56,56,Silver,69.83,Fiber optic,Two year,Electronic check,No,No,Yes,No,Yes,No,3952.78,No
CUST4943,Female,35,50,Silver,110.95,DSL,One year,Electronic check,No,No,Yes,Yes,No,No,6100.81,No
CUST4944,Male,32,20,Gold,55.01,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,No,No,1104.21,No
CUST4945,Female,49,66,Basic,37.84,DSL,Month-to-month,Bank transfer,Yes,No,No,Yes,Yes,No,2564.23,No
CUST4946,Male,23,36,Silver,93.1,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,No,Yes,3499.39,No
CUST4947,Male,61,38,Basic,29.14,None,Month-to-month,Mailed check,No,No,Yes,No,No,No,1157.27,No
CUST4948,Male,60,22,Basic,108.69,DSL,Month-to-month,Electronic check,No,Yes,No,Yes,No,Yes,2457.04,Yes
CUST4949,Male,69,61,Basic,57.99,DSL,Month-to-month,Mailed check,No,Yes,No,No,Yes,No,3738.76,No
CUST4950,Male,52,50,Gold,79.45,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,4156.96,No
CUST4951,Male,51,59,Gold,34.55,DSL,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,1984.71,No
CUST4952,Female,55,20,Basic,30.28,Fiber optic,One year,Bank transfer,No,No,Yes,Yes,Yes,Yes,559.73,No
CUST4953,Male,22,36,Basic,98.88,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,3846.66,No
CUST4954,Female,35,15,Basic,60.12,DSL,Month-to-month,Credit card,No,No,No,Yes,Yes,Yes,813.38,No
CUST4955,Female,33,62,Premium,118.61,Fiber optic,One year,Electronic check,No,Yes,No,Yes,Yes,Yes,6918,No
CUST4956,Male,25,3,Silver,70.05,Fiber optic,Two year,Credit card,No,Yes,Yes,No,Yes,Yes,212.25,No
CUST4957,Male,42,5,Premium,103.79,Fiber optic,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No,548.8,Yes
CUST4958,Male,49,56,Gold,117.9,DSL,One year,Credit card,No,Yes,Yes,No,Yes,No,6224.21,No
CUST4959,Female,43,31,Basic,44.52,None,Month-to-month,Mailed check,No,No,Yes,No,Yes,Yes,1417.33,No
CUST4960,Male,69,35,Basic,99.09,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,No,Yes,3383.54,No
CUST4961,Female,39,71,Silver,17.31,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,Yes,No,1106.95,No
CUST4962,Male,48,70,Basic,86.37,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,No,No,6306.04,No
CUST4963,Male,60,26,Basic,93.25,Fiber optic,One year,Mailed check,Yes,No,No,Yes,Yes,Yes,2485.11,No
CUST4964,Female,27,1,Basic,65.12,Fiber optic,Two year,Electronic check,Yes,No,No,Yes,Yes,Yes,59.33,No
CUST4965,Female,29,7,Silver,32.02,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,240.71,Yes
CUST4966,Male,45,36,Silver,79.76,DSL,Month-to-month,Credit card,No,No,Yes,No,No,Yes,2682,No
CUST4967,Female,23,25,Basic,109.24,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,No,Yes,2897.23,Yes
CUST4968,Female,37,59,Silver,112.79,DSL,Month-to-month,Electronic check,Yes,No,Yes,Yes,No,Yes,6524.54,No
CUST4969,Female,22,61,Basic,93.34,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,Yes,No,5372.81,No
CUST4970,Female,40,29,Gold,42.69,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,Yes,1259.17,No
CUST4971,Female,26,18,Gold,106.38,DSL,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,No,Yes,1896.12,No
CUST4972,Male,46,41,Basic,108.33,DSL,One year,Mailed check,No,Yes,No,No,Yes,No,4797.26,Yes
CUST4973,Male,33,19,Silver,53.56,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,Yes,Yes,1046.99,No
CUST4974,Female,63,4,Silver,34.21,Fiber optic,One year,Bank transfer,No,No,Yes,Yes,Yes,No,145.61,No
CUST4975,Male,39,65,Basic,106.84,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,No,Yes,6308.63,Yes
CUST4976,Male,25,41,Basic,107.94,Fiber optic,One year,Credit card,No,No,Yes,No,Yes,Yes,4403.73,Yes
CUST4977,Female,37,15,Premium,25.6,DSL,Month-to-month,Mailed check,No,No,No,No,No,Yes,370.59,No
CUST4978,Male,68,54,Basic,116.53,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,Yes,Yes,5864.48,Yes
CUST4979,Female,31,64,Silver,70.97,DSL,Month-to-month,Bank transfer,No,No,No,Yes,No,No,4972.88,No
CUST4980,Female,56,15,Gold,119.34,DSL,Two year,Electronic check,Yes,No,No,No,Yes,No,1858.09,No
CUST4981,Male,54,50,Basic,61.73,DSL,One year,Mailed check,Yes,No,Yes,Yes,No,No,2968.65,No
CUST4982,Female,67,22,Basic,70.99,None,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,1540.31,No
CUST4983,Female,51,18,Gold,42.94,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,No,Yes,775.4,No
CUST4984,Female,28,2,Basic,109.39,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,197.57,Yes
CUST4985,Female,57,36,Silver,61.59,Fiber optic,One year,Mailed check,Yes,No,No,Yes,No,Yes,2338.88,No
CUST4986,Female,50,20,Gold,100.53,Fiber optic,One year,Bank transfer,No,No,Yes,No,Yes,Yes,2134.24,No
CUST4987,Male,48,16,Gold,23.37,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,390.84,No
CUST4988,Male,61,67,Premium,97.77,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,6389.47,No
CUST4989,Female,51,30,Gold,66.48,Fiber optic,One year,Electronic check,Yes,No,No,Yes,No,Yes,1834.66,No
CUST4990,Female,67,55,Silver,15.57,None,Month-to-month,Credit card,Yes,Yes,No,Yes,Yes,No,771.57,No
CUST4991,Male,24,66,Gold,38.76,None,Month-to-month,Credit card,Yes,No,Yes,Yes,Yes,No,2525.62,No
CUST4992,Female,66,26,Premium,35.34,DSL,Month-to-month,Bank transfer,Yes,No,No,Yes,No,No,1001.48,No
CUST4993,Male,40,57,Premium,93.94,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,No,No,Yes,Yes,5318.11,No
CUST4994,Female,63,69,Gold,65.11,DSL,Month-to-month,Bank transfer,No,No,Yes,No,Yes,Yes,4850.38,No
CUST4995,Female,24,2,Basic,31.77,Fiber optic,One year,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,64.75,No
CUST4996,Female,42,56,Gold,41.96,Fiber optic,One year,Electronic check,No,No,Yes,Yes,Yes,Yes,2406.82,No
CUST4997,Female,20,62,Basic,67.93,DSL,One year,Mailed check,Yes,Yes,No,No,Yes,Yes,4465.88,No
CUST4998,Female,55,34,Basic,17.06,None,Two year,Electronic check,Yes,Yes,Yes,Yes,No,Yes,555.46,No
CUST4999,Female,37,56,Basic,59.53,DSL,Month-to-month,Bank transfer,No,No,No,No,No,Yes,3353.46,No
CUST5000,Female,51,55,Premium,86.2,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,Yes,Yes,4353.2,No
CUST5001,Male,66,20,Basic,69.36,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,Yes,Yes,1513.46,No
CUST5002,Male,61,50,Gold,77.8,DSL,Two year,Credit card,No,No,Yes,No,No,No,4274.71,No
CUST5003,Male,61,25,Silver,49.29,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,Yes,1249.57,No
CUST5004,Female,47,25,Basic,34.22,DSL,One year,Electronic check,No,Yes,No,No,Yes,Yes,927.64,No
CUST5005,Female,34,53,Silver,100.02,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,No,Yes,5656.58,No
CUST5006,Female,27,14,Silver,110.09,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,1549.18,No
CUST5007,Female,52,60,Gold,68.63,DSL,Month-to-month,Bank transfer,No,No,No,No,No,Yes,4217.02,No
CUST5008,Female,37,43,Basic,47.03,DSL,Two year,Bank transfer,Yes,No,Yes,No,Yes,Yes,2114.95,No
CUST5009,Female,35,62,Basic,68.68,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,No,No,4114.67,No
CUST5010,Female,62,69,Silver,107.29,Fiber optic,Two year,Credit card,Yes,No,No,Yes,No,No,7121.14,No
CUST5011,Male,61,63,Basic,87.6,Fiber optic,Month-to-month,Credit card,Yes,Yes,Yes,Yes,Yes,Yes,5881.63,No
CUST5012,Female,44,2,Basic,105.15,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,No,No,197.21,Yes
CUST5013,Male,66,54,Basic,49.48,DSL,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,2531.03,No
CUST5014,Male,53,16,Silver,89.76,Fiber optic,Two year,Credit card,Yes,No,Yes,No,Yes,Yes,1462.67,No
CUST5015,Female,40,55,Basic,83.57,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,No,4502.02,No
CUST5016,Female,49,43,Silver,75.02,DSL,Month-to-month,Mailed check,Yes,Yes,No,Yes,Yes,No,2987.9,No
CUST5017,Male,27,61,Premium,70.46,DSL,Month-to-month,Bank transfer,No,No,Yes,No,Yes,No,4714.02,No
CUST5018,Male,28,38,Gold,72.85,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,No,Yes,2753.5,No
CUST5019,Female,55,45,Basic,104.22,DSL,Month-to-month,Mailed check,No,Yes,No,No,No,Yes,5157.89,Yes
CUST5020,Female,23,51,Silver,111.18,Fiber optic,Two year,Credit card,Yes,Yes,Yes,Yes,Yes,Yes,5615.02,No
CUST5021,Male,58,42,Basic,26.85,Fiber optic,Two year,Bank transfer,No,Yes,Yes,Yes,Yes,Yes,1192.01,No
CUST5022,Female,64,24,Basic,74.72,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,No,Yes,Yes,1866.41,No
CUST5023,Female,51,30,Basic,111.43,Fiber optic,Two year,Bank transfer,No,Yes,Yes,Yes,No,Yes,3226.7,Yes
CUST5024,Female,53,37,Basic,29.15,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,No,Yes,988.66,No
CUST5025,Male,54,53,Silver,58.35,None,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,2877.13,No
CUST5026,Male,34,63,Premium,24.35,DSL,One year,Credit card,No,Yes,Yes,Yes,Yes,Yes,1392.38,No
CUST5027,Male,57,11,Premium,26.92,DSL,Month-to-month,Bank transfer,Yes,Yes,Yes,No,Yes,Yes,305.43,Yes
